"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCA_000236965_prok","GCA_000763325_prok","GCA_001465325_prok","GCA_001665495_prok","GCA_001886355_prok","GCA_001894905_prok","GCA_002215235_prok","GCA_003004765_prok","GCA_003288095_prok","GCA_003633655_prok","GCA_004153645_prok","GCA_009831075_prok","GCA_900105195_prok","GCA_900177695_prok","GCA_900455725_prok"
"etfB","","Electron transfer flavoprotein subunit beta","15","15","1","43","7061","","","","785","785","785","GCA_000236965_prok_00381","GCA_000763325_prok_04262","GCA_001465325_prok_01702","GCA_001665495_prok_04008","GCA_001886355_prok_02455","GCA_001894905_prok_00355","GCA_002215235_prok_03423","GCA_003004765_prok_04689","GCA_003288095_prok_03600","GCA_003633655_prok_04507","GCA_004153645_prok_01807","GCA_009831075_prok_04551","GCA_900105195_prok_02144","GCA_900177695_prok_04816","GCA_900455725_prok_01797"
"group_6266","","Putative acetyltransferase","15","15","1","43","7055","","","","758","758","758","GCA_000236965_prok_00387","GCA_000763325_prok_04268","GCA_001465325_prok_01696","GCA_001665495_prok_04014","GCA_001886355_prok_02462","GCA_001894905_prok_00349","GCA_002215235_prok_03417","GCA_003004765_prok_04695","GCA_003288095_prok_03607","GCA_003633655_prok_04501","GCA_004153645_prok_01813","GCA_009831075_prok_04557","GCA_900105195_prok_02138","GCA_900177695_prok_04822","GCA_900455725_prok_01803"
"group_6267","","putative enoyl-CoA hydratase echA17","15","15","1","43","7051","","","","779","779","779","GCA_000236965_prok_00391","GCA_000763325_prok_04272","GCA_001465325_prok_01692","GCA_001665495_prok_03972","GCA_001886355_prok_02466","GCA_001894905_prok_00345","GCA_002215235_prok_03413","GCA_003004765_prok_04699","GCA_003288095_prok_03611","GCA_003633655_prok_04497","GCA_004153645_prok_01817","GCA_009831075_prok_04561","GCA_900105195_prok_02134","GCA_900177695_prok_04826","GCA_900455725_prok_01807"
"ylmA","","putative ABC transporter ATP-binding protein YlmA","15","15","1","43","7049","","","","830","830","830","GCA_000236965_prok_00393","GCA_000763325_prok_04274","GCA_001465325_prok_01690","GCA_001665495_prok_03970","GCA_001886355_prok_02468","GCA_001894905_prok_00343","GCA_002215235_prok_03411","GCA_003004765_prok_04701","GCA_003288095_prok_03613","GCA_003633655_prok_04495","GCA_004153645_prok_01819","GCA_009831075_prok_04563","GCA_900105195_prok_02132","GCA_900177695_prok_04828","GCA_900455725_prok_01809"
"group_6269","","hypothetical protein","15","15","1","43","7313","","","","476","476","476","GCA_000236965_prok_00416","GCA_000763325_prok_04097","GCA_001465325_prok_03302","GCA_001665495_prok_02812","GCA_001886355_prok_02190","GCA_001894905_prok_00517","GCA_002215235_prok_03587","GCA_003004765_prok_04521","GCA_003288095_prok_03378","GCA_003633655_prok_04755","GCA_004153645_prok_01648","GCA_009831075_prok_04382","GCA_900105195_prok_02306","GCA_900177695_prok_04651","GCA_900455725_prok_01636"
"glnA_1","","Glutamine synthetase","15","15","1","43","7312","","","","1436","1436","1436","GCA_000236965_prok_00417","GCA_000763325_prok_04098","GCA_001465325_prok_03301","GCA_001665495_prok_02813","GCA_001886355_prok_02191","GCA_001894905_prok_00516","GCA_002215235_prok_03586","GCA_003004765_prok_04522","GCA_003288095_prok_03379","GCA_003633655_prok_04754","GCA_004153645_prok_01649","GCA_009831075_prok_04383","GCA_900105195_prok_02305","GCA_900177695_prok_04652","GCA_900455725_prok_01637"
"glnE","","Bifunctional glutamine synthetase adenylyltransferase/adenylyl-removing enzyme","15","15","1","43","7307","","","","3008","3008","3008","GCA_000236965_prok_00421","GCA_000763325_prok_04102","GCA_001465325_prok_03297","GCA_001665495_prok_02817","GCA_001886355_prok_02195","GCA_001894905_prok_00511","GCA_002215235_prok_03582","GCA_003004765_prok_04526","GCA_003288095_prok_03384","GCA_003633655_prok_04749","GCA_004153645_prok_01653","GCA_009831075_prok_04387","GCA_900105195_prok_02300","GCA_900177695_prok_04656","GCA_900455725_prok_01641"
"aceE","","Pyruvate dehydrogenase E1 component","15","15","1","43","7274","","","","2849","2849","2849","GCA_000236965_prok_00445","GCA_000763325_prok_04126","GCA_001465325_prok_01837","GCA_001665495_prok_02840","GCA_001886355_prok_02254","GCA_001894905_prok_00489","GCA_002215235_prok_03559","GCA_003004765_prok_04550","GCA_003288095_prok_03438","GCA_003633655_prok_04642","GCA_004153645_prok_01674","GCA_009831075_prok_04410","GCA_900105195_prok_02278","GCA_900177695_prok_04680","GCA_900455725_prok_01663"
"acpM","","Meromycolate extension acyl carrier protein","15","15","1","43","7271","","","","200","278","272","GCA_000236965_prok_00448","GCA_000763325_prok_04129","GCA_001465325_prok_01834","GCA_001665495_prok_02843","GCA_001886355_prok_02257","GCA_001894905_prok_00486","GCA_002215235_prok_03556","GCA_003004765_prok_04553","GCA_003288095_prok_03441","GCA_003633655_prok_04639","GCA_004153645_prok_01677","GCA_009831075_prok_04413","GCA_900105195_prok_02275","GCA_900177695_prok_04683","GCA_900455725_prok_01666"
"kasA","","3-oxoacyl-[acyl-carrier-protein] synthase 1","15","15","1","43","7270","","","","1256","1256","1256","GCA_000236965_prok_00449","GCA_000763325_prok_04130","GCA_001465325_prok_01833","GCA_001665495_prok_02844","GCA_001886355_prok_02258","GCA_001894905_prok_00485","GCA_002215235_prok_03555","GCA_003004765_prok_04554","GCA_003288095_prok_03442","GCA_003633655_prok_04638","GCA_004153645_prok_01678","GCA_009831075_prok_04414","GCA_900105195_prok_02274","GCA_900177695_prok_04684","GCA_900455725_prok_01667"
"accD6","","putative propionyl-CoA carboxylase beta chain 6","15","15","1","43","7269","","","","1433","1433","1433","GCA_000236965_prok_00450","GCA_000763325_prok_04131","GCA_001465325_prok_01832","GCA_001665495_prok_00328","GCA_001886355_prok_02259","GCA_001894905_prok_00484","GCA_002215235_prok_03554","GCA_003004765_prok_04555","GCA_003288095_prok_03443","GCA_003633655_prok_04637","GCA_004153645_prok_01679","GCA_009831075_prok_04415","GCA_900105195_prok_02273","GCA_900177695_prok_04685","GCA_900455725_prok_01668"
"group_6276","","hypothetical protein","15","15","1","43","7268","","","","506","509","506","GCA_000236965_prok_00451","GCA_000763325_prok_04132","GCA_001465325_prok_01831","GCA_001665495_prok_00329","GCA_001886355_prok_02260","GCA_001894905_prok_00483","GCA_002215235_prok_03553","GCA_003004765_prok_04556","GCA_003288095_prok_03444","GCA_003633655_prok_04636","GCA_004153645_prok_01680","GCA_009831075_prok_04416","GCA_900105195_prok_02272","GCA_900177695_prok_04686","GCA_900455725_prok_01669"
"group_6277","","hypothetical protein","15","15","1","43","7179","","","","242","242","242","GCA_000236965_prok_00471","GCA_000763325_prok_04151","GCA_001465325_prok_01813","GCA_001665495_prok_02783","GCA_001886355_prok_02347","GCA_001894905_prok_00464","GCA_002215235_prok_03534","GCA_003004765_prok_04575","GCA_003288095_prok_03490","GCA_003633655_prok_04617","GCA_004153645_prok_01703","GCA_009831075_prok_04436","GCA_900105195_prok_02253","GCA_900177695_prok_04703","GCA_900455725_prok_01691"
"dgt","","Deoxyguanosinetriphosphate triphosphohydrolase-like protein","15","15","1","43","7177","","","","1271","1271","1271","GCA_000236965_prok_00473","GCA_000763325_prok_04153","GCA_001465325_prok_01811","GCA_001665495_prok_02781","GCA_001886355_prok_02349","GCA_001894905_prok_00462","GCA_002215235_prok_03532","GCA_003004765_prok_04577","GCA_003288095_prok_03492","GCA_003633655_prok_04615","GCA_004153645_prok_01705","GCA_009831075_prok_04438","GCA_900105195_prok_02251","GCA_900177695_prok_04705","GCA_900455725_prok_01693"
"zur","","Zinc uptake regulation protein","15","15","1","43","7170","","","","416","416","416","GCA_000236965_prok_00479","GCA_000763325_prok_04160","GCA_001465325_prok_01805","GCA_001665495_prok_02775","GCA_001886355_prok_02355","GCA_001894905_prok_00456","GCA_002215235_prok_03526","GCA_003004765_prok_04583","GCA_003288095_prok_03498","GCA_003633655_prok_04608","GCA_004153645_prok_01710","GCA_009831075_prok_04444","GCA_900105195_prok_02245","GCA_900177695_prok_04711","GCA_900455725_prok_01698"
"recO","","DNA repair protein RecO","15","15","1","43","7166","","","","806","806","806","GCA_000236965_prok_00483","GCA_000763325_prok_04164","GCA_001465325_prok_01801","GCA_001665495_prok_02771","GCA_001886355_prok_02359","GCA_001894905_prok_00452","GCA_002215235_prok_03522","GCA_003004765_prok_04587","GCA_003288095_prok_03502","GCA_003633655_prok_04604","GCA_004153645_prok_01714","GCA_009831075_prok_04448","GCA_900105195_prok_02241","GCA_900177695_prok_04715","GCA_900455725_prok_01702"
"group_6282","","hypothetical protein","15","15","1","43","7160","","","","1316","1316","1316","GCA_000236965_prok_00488","GCA_000763325_prok_04169","GCA_001465325_prok_01795","GCA_001665495_prok_02766","GCA_001886355_prok_02364","GCA_001894905_prok_00447","GCA_002215235_prok_03516","GCA_003004765_prok_04593","GCA_003288095_prok_03507","GCA_003633655_prok_04599","GCA_004153645_prok_01718","GCA_009831075_prok_04454","GCA_900105195_prok_02236","GCA_900177695_prok_04721","GCA_900455725_prok_01708"
"ybeY","","Endoribonuclease YbeY","15","15","1","43","7159","","","","542","542","542","GCA_000236965_prok_00489","GCA_000763325_prok_04170","GCA_001465325_prok_01794","GCA_001665495_prok_02765","GCA_001886355_prok_02365","GCA_001894905_prok_00446","GCA_002215235_prok_03515","GCA_003004765_prok_04594","GCA_003288095_prok_03508","GCA_003633655_prok_04598","GCA_004153645_prok_01719","GCA_009831075_prok_04455","GCA_900105195_prok_02235","GCA_900177695_prok_04722","GCA_900455725_prok_01709"
"rsmE","","Ribosomal RNA small subunit methyltransferase E","15","15","1","43","7154","","","","758","758","758","GCA_000236965_prok_00495","GCA_000763325_prok_04175","GCA_001465325_prok_01789","GCA_001665495_prok_02760","GCA_001886355_prok_02370","GCA_001894905_prok_00441","GCA_002215235_prok_03510","GCA_003004765_prok_04599","GCA_003288095_prok_03513","GCA_003633655_prok_04593","GCA_004153645_prok_01724","GCA_009831075_prok_04460","GCA_900105195_prok_02230","GCA_900177695_prok_04727","GCA_900455725_prok_01714"
"sir","","Sulfite reductase [ferredoxin]","15","15","1","43","7148","","","","1715","1718","1715","GCA_000236965_prok_00500","GCA_000763325_prok_04180","GCA_001465325_prok_01783","GCA_001665495_prok_02755","GCA_001886355_prok_02376","GCA_001894905_prok_00435","GCA_002215235_prok_03504","GCA_003004765_prok_04605","GCA_003288095_prok_03518","GCA_003633655_prok_04587","GCA_004153645_prok_01729","GCA_009831075_prok_04466","GCA_900105195_prok_02224","GCA_900177695_prok_04733","GCA_900455725_prok_01719"
"cysH","","putative phosphoadenosine phosphosulfate reductase","15","15","1","43","7147","","","","725","728","727","GCA_000236965_prok_00501","GCA_000763325_prok_04181","GCA_001465325_prok_01782","GCA_001665495_prok_02754","GCA_001886355_prok_02377","GCA_001894905_prok_00434","GCA_002215235_prok_03503","GCA_003004765_prok_04606","GCA_003288095_prok_03519","GCA_003633655_prok_04586","GCA_004153645_prok_01730","GCA_009831075_prok_04467","GCA_900105195_prok_02223","GCA_900177695_prok_04734","GCA_900455725_prok_01720"
"ppk2B","","Polyphosphate kinase PPK2B","15","15","1","43","7143","","","","890","890","890","GCA_000236965_prok_00505","GCA_000763325_prok_04185","GCA_001465325_prok_01778","GCA_001665495_prok_02750","GCA_001886355_prok_02381","GCA_001894905_prok_00430","GCA_002215235_prok_03499","GCA_003004765_prok_04610","GCA_003288095_prok_03523","GCA_003633655_prok_04582","GCA_004153645_prok_01734","GCA_009831075_prok_04471","GCA_900105195_prok_02219","GCA_900177695_prok_04738","GCA_900455725_prok_01724"
"cysW","","Sulfate transport system permease protein CysW","15","15","1","43","7140","","","","536","806","788","GCA_000236965_prok_00508","GCA_000763325_prok_04188","GCA_001465325_prok_01775","GCA_001665495_prok_02747","GCA_001886355_prok_02384","GCA_001894905_prok_00427","GCA_002215235_prok_03496","GCA_003004765_prok_04613","GCA_003288095_prok_03526","GCA_003633655_prok_04579","GCA_004153645_prok_01737","GCA_009831075_prok_04474","GCA_900105195_prok_02216","GCA_900177695_prok_04741","GCA_900455725_prok_01727"
"group_6289","","hypothetical protein","15","15","1","43","7139","","","","797","797","797","GCA_000236965_prok_00510","GCA_000763325_prok_04189","GCA_001465325_prok_01774","GCA_001665495_prok_02746","GCA_001886355_prok_02385","GCA_001894905_prok_00426","GCA_002215235_prok_03495","GCA_003004765_prok_04614","GCA_003288095_prok_03527","GCA_003633655_prok_04578","GCA_004153645_prok_01738","GCA_009831075_prok_04475","GCA_900105195_prok_02215","GCA_900177695_prok_04742","GCA_900455725_prok_01728"
"aqpZ","","Aquaporin Z","15","15","1","43","7131","","","","821","821","821","GCA_000236965_prok_00518","GCA_000763325_prok_04197","GCA_001465325_prok_01766","GCA_001665495_prok_02738","GCA_001886355_prok_02393","GCA_001894905_prok_00418","GCA_002215235_prok_03487","GCA_003004765_prok_04622","GCA_003288095_prok_03535","GCA_003633655_prok_04570","GCA_004153645_prok_01745","GCA_009831075_prok_04483","GCA_900105195_prok_02207","GCA_900177695_prok_04750","GCA_900455725_prok_01735"
"group_6291","","hypothetical protein","15","15","1","43","7127","","","","971","971","971","GCA_000236965_prok_00520","GCA_000763325_prok_04199","GCA_001465325_prok_01764","GCA_001665495_prok_02736","GCA_001886355_prok_02395","GCA_001894905_prok_00416","GCA_002215235_prok_03485","GCA_003004765_prok_04627","GCA_003288095_prok_03537","GCA_003633655_prok_04568","GCA_004153645_prok_01747","GCA_009831075_prok_04485","GCA_900105195_prok_02205","GCA_900177695_prok_04755","GCA_900455725_prok_01737"
"proA","","Gamma-glutamyl phosphate reductase","15","15","1","43","7116","","","","1283","1283","1283","GCA_000236965_prok_00531","GCA_000763325_prok_04209","GCA_001465325_prok_01754","GCA_001665495_prok_02726","GCA_001886355_prok_02405","GCA_001894905_prok_00406","GCA_002215235_prok_03475","GCA_003004765_prok_04637","GCA_003288095_prok_03547","GCA_003633655_prok_04558","GCA_004153645_prok_01757","GCA_009831075_prok_04495","GCA_900105195_prok_02195","GCA_900177695_prok_04765","GCA_900455725_prok_01747"
"gpsA","","Glycerol-3-phosphate dehydrogenase [NAD(P) ]","15","15","1","43","7113","","","","998","998","998","GCA_000236965_prok_00534","GCA_000763325_prok_04212","GCA_001465325_prok_01751","GCA_001665495_prok_02723","GCA_001886355_prok_02408","GCA_001894905_prok_00403","GCA_002215235_prok_03472","GCA_003004765_prok_04640","GCA_003288095_prok_03550","GCA_003633655_prok_04555","GCA_004153645_prok_01760","GCA_009831075_prok_04498","GCA_900105195_prok_02192","GCA_900177695_prok_04768","GCA_900455725_prok_01750"
"ppk","","Polyphosphate kinase","15","15","1","43","7111","","","","2195","2240","2201","GCA_000236965_prok_00536","GCA_000763325_prok_04214","GCA_001465325_prok_01749","GCA_001665495_prok_02721","GCA_001886355_prok_02410","GCA_001894905_prok_00401","GCA_002215235_prok_03470","GCA_003004765_prok_04642","GCA_003288095_prok_03552","GCA_003633655_prok_04553","GCA_004153645_prok_01762","GCA_009831075_prok_04500","GCA_900105195_prok_02190","GCA_900177695_prok_04770","GCA_900455725_prok_01752"
"orn","","Oligoribonuclease","15","15","1","43","1548","","","","617","632","627","GCA_000236965_prok_00580","GCA_000763325_prok_02909","GCA_001465325_prok_01394","GCA_001665495_prok_04105","GCA_001886355_prok_00998","GCA_001894905_prok_02238","GCA_002215235_prok_04005","GCA_003004765_prok_03383","GCA_003288095_prok_02196","GCA_003633655_prok_00872","GCA_004153645_prok_00342","GCA_009831075_prok_00715","GCA_900105195_prok_03437","GCA_900177695_prok_02505","GCA_900455725_prok_00603"
"group_63","","hypothetical protein","15","15","1","43","5557","","","","1499","1520","1517","GCA_000236965_prok_02297","GCA_000763325_prok_00605","GCA_001465325_prok_00424","GCA_001665495_prok_00867","GCA_001886355_prok_03354","GCA_001894905_prok_03586","GCA_002215235_prok_05024","GCA_003004765_prok_01046","GCA_003288095_prok_04456","GCA_003633655_prok_03582","GCA_004153645_prok_01306","GCA_009831075_prok_02513","GCA_900105195_prok_01295","GCA_900177695_prok_02406","GCA_900455725_prok_02630"
"fdhA","","Formate dehydrogenase subunit alpha","15","15","1","43","1566","","","","569","569","569","GCA_000236965_prok_00597","GCA_000763325_prok_02926","GCA_001465325_prok_01370","GCA_001665495_prok_04088","GCA_001886355_prok_01016","GCA_001894905_prok_02221","GCA_002215235_prok_03985","GCA_003004765_prok_03403","GCA_003288095_prok_02213","GCA_003633655_prok_00855","GCA_004153645_prok_02148","GCA_009831075_prok_00735","GCA_900105195_prok_03420","GCA_900177695_prok_02525","GCA_900455725_prok_00622"
"group_6301","","tRNA-SeC(tca)","15","15","1","43","1568","","","","94","94","94","GCA_000236965_prok_00599","GCA_000763325_prok_02928","GCA_001465325_prok_01368","GCA_001665495_prok_04086","GCA_001886355_prok_01018","GCA_001894905_prok_02219","GCA_002215235_prok_03983","GCA_003004765_prok_03405","GCA_003288095_prok_02215","GCA_003633655_prok_00853","GCA_004153645_prok_02150","GCA_009831075_prok_00737","GCA_900105195_prok_03418","GCA_900177695_prok_02527","GCA_900455725_prok_00624"
"group_6302","sugA_2","Trehalose transport system permease protein SugA","15","15","1","43","3163","","","","950","950","950","GCA_000236965_prok_00628","GCA_000763325_prok_02539","GCA_001465325_prok_02004","GCA_001665495_prok_03778","GCA_001886355_prok_00602","GCA_001894905_prok_03145","GCA_002215235_prok_00217","GCA_003004765_prok_03050","GCA_003288095_prok_01861","GCA_003633655_prok_01243","GCA_004153645_prok_04065","GCA_009831075_prok_03633","GCA_900105195_prok_03793","GCA_900177695_prok_03321","GCA_900455725_prok_04425"
"group_6303","","hypothetical protein","15","15","1","43","3160","","","","845","845","845","GCA_000236965_prok_00631","GCA_000763325_prok_02542","GCA_001465325_prok_02001","GCA_001665495_prok_00284","GCA_001886355_prok_00605","GCA_001894905_prok_03148","GCA_002215235_prok_00220","GCA_003004765_prok_03053","GCA_003288095_prok_01864","GCA_003633655_prok_01240","GCA_004153645_prok_04062","GCA_009831075_prok_03630","GCA_900105195_prok_03790","GCA_900177695_prok_03318","GCA_900455725_prok_04428"
